,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
4861691621484862889,-6124198068300347794,9178250635927683,1851975995406778464,4786732753690611738,6.643427232964984e+18
4865901874365409673,6737022915341644067,8881733945001664941,8522523292310933696,-5736221996280340620,-4.3511179791482875e+18
4866620033136147586,9032993320407723266,4125609302375934769,-2871288807409592,6873454157736399518,-3.645539449929727e+18
4869691310149728361,-2587745393898245957,2847365042071859088,-2139739377293212491,-7766518409111702133,5.817939718364925e+18
4876769046116846438,3618271604906293310,4629488036162962359,400125073514833994,7851022564818849560,-1.975048409244635e+17
4877833951599818487,1128840733277618400,-1556169727291354289,2625883933130361261,3585886677712899987,2.015155817835323e+17
4891010769166501207,-6215634663594744290,3134511142783292503,-5729915270134094048,5429045128339158843,2.262656830196924e+18
4891164246772479976,-908505899495735224,-8142426490949346803,-3537777320523757545,-1255189867397298842,-7.570652411388243e+18
4893900714822288649,7077639154797499584,5726008417498979736,7401798504722165526,7850245260835292221,-6.466212324513658e+18
4894833130708450490,8181531374206668183,3884256359744615997,-4575943417765899041,5947470908330062710,2.474876390020567e+18
4894993979681787098,-1868592694876567759,-1557461511205521728,4988225165850707692,-8343581376353287618,-6.772450850499951e+18
4895396506368139469,-4239579488204604851,6908884359295619150,7303676031229268527,885269153482673496,5.00542129387519e+18
4899554125167253337,9033884391004475493,1536798472239364319,163780025692404854,4315784099325221836,-9.099155556042679e+18
4904775878165401439,-4612605965384710183,6766105865162331239,-6192579321116251081,-6659933088254630422,4.1058736279005563e+18
4909630283317268181,6377566860234930618,-2271868873349907631,-7527881206365368,-6584408680441477889,2.3849317016439383e+18
4911701623098526999,-6273159470243757969,-6820241302436968068,5314107418764884230,7606744605433799135,5.964888566269324e+18
4915137112517573184,1618055575277164008,-48842168049882829,-4507929853521434970,3618271604906293310,1.676683550369214e+17
4916417766268744775,7358145651645216086,-3387298624573211014,-5689187996536546877,-2548446404469756145,-3.1708293741667456e+18
4918358495761748770,-6460613292182959076,-4872447160271266802,4716135688735489427,4629488036162962359,2.8885074069034737e+18
4920704891238922872,1031060816592502094,-2097626568191556277,-5600393064072065417,-5941854046477982982,-6.851896696719147e+18
4945121243335041737,7203367456821804602,885269153482673496,6634206168889468590,7734143682021717145,-7.388035385087807e+18
4950037926975347884,5189107351987144723,-3883591366197282127,-1104501717379772664,-3295913657316686039,-2.41724866433161e+17
4973921475467086339,668505019835540303,6797493571710971497,54678605145828343,6389624212149850449,8.743240285401859e+18
4988225165850707692,-6772450850499951060,-6579094253358169934,-3633300009206493694,-2929967869758467182,7.359520440231677e+18
4991224059205503283,-7384231993217222764,-9103776596534246502,6650072898902843826,-8464215556093549753,1.1174559518026559e+18
4999440443052714243,1116363438212354892,3172866488852888544,6195056361889291497,-8971085667828564532,-5.678159351655491e+18
5005421293875190218,4895396506368139469,-4640750981890093183,7303676031229268527,-5289386635926629588,7.203367456821805e+18
5008913705695203000,-4974757204495953627,-8511291357261863413,972258375127367383,5189433264884433830,3.382511589554885e+18
5009420943344705199,505090987429665116,5913609969272242724,8210960017870928723,8836508987743809103,-4.615575698508619e+18
5018472516978866574,-3590865837401183812,626121253933491500,-4037032837327175755,1146823593746606655,-4.5822162898073984e+18
5028081187109329892,-2377881752614744441,-2976309714446243509,-282629989972409543,6075137928366965854,-9.033346036688924e+18
5032631648793129465,-1249436522568155938,-5507019982244746725,5484061377044071389,3162261384765351942,-2.8286280917306824e+18
5036201777135800491,-7108012586837980940,8028897172674067530,5761988486867612282,-912681925384819247,-3.920984929373505e+18
5037221949349729844,764116021156146784,8483892789913825147,-7527881206365368,-5786811453218931415,1.854874463930847e+18
5037403311832115000,6870972580508513306,-7463305179076477879,-5680127089889759432,-3870325027932266414,7.036087807129071e+18
5045927063019110283,-3170783292462058942,215332765550420709,-4864344772765973009,7944907848226041964,-7.034660627992927e+18
5051167660880461112,-3515692979189178102,2457939609972623332,6852597772196653540,1586004000405879970,-4.089455027188314e+18
5053372977408537204,8789407896263306493,-3368357500455466403,-1046621686880462790,7372398343609401828,4.774970687540378e+18
5062670850994683718,-1683903891018782242,6524157088939139948,4579392053042969226,1333053624108726661,-3.0598419908150994e+18
5082053563644129584,-5331421579623797776,2847365042071859088,5817939718364925129,4869691310149728361,-2.1397393772932124e+18
5087084654882097891,6195056361889291497,-115892576593938933,6908884359295619150,7203367456821804602,6.634206168889469e+18
5088013394045185972,-5204755921272353160,8267509427016592713,-70211258489242437,-1033806831489252007,-2.38170164287271e+16
5092635400707338872,-2871347907044769386,-8615008595949058842,-377975173223377441,-2440547657721869309,-3.6227151127591045e+18
5109221095427625188,80435662809978246,7421641564256558176,-6157984812065160219,-1820269894165785259,-9.071883412530083e+18
5111115201913219115,5111115201913219115,-2440547657721869309,4544213501105457932,8968837261991914049,-2.8713479070447693e+18
5135371516547401748,6868454399455433725,-3660106964555224100,-5283011611531067471,-5017021199558167721,7.203367456821805e+18
5141088074002391058,-282629989972409543,-6468782714472551646,-4866987227632887920,3241240229241793423,7.734121175534201e+18
5145921881592486583,5274322067107287523,-264519121623606417,9151634133568930081,2124033843135988844,8.210960017870929e+18
5147907773522671167,1487738553913510703,7804826445069770894,6042459843569845586,4533807694984784858,3.7611876566352097e+18
5152069678055228801,7124632953201847659,9032993320407723266,643905832258297060,-2871288807409592,4.563006651994273e+18
5156657166068502754,-7454907763335725103,-6510151088126868601,1362723651715193305,3465127447598546258,4.3031426775814794e+18
5162508842577612756,-4434534460030275781,9136323715291453594,-5527182266336855540,-9216926795620865886,-9.691552301167288e+17
5163772683749067995,3779639438468810958,-7349721727282676870,2531450382701518075,363303724138208407,1.0037780073731261e+18
5165953265902526320,-7691630854548349557,-1868297195590431285,-7900768082301348135,-1804728901674946596,1.4313515282070863e+18
5183878957903248326,-455124319026316634,-5350793437550886525,444378495316508239,-8641360668993633978,3.9157686150167506e+18
5189107351987144723,4950037926975347884,6214107032842332406,-5686522658459155544,-5647324599703588252,-8.026099268928088e+18
5189433264884433830,3218993154926038233,-7796858148829878756,-1691850508443380568,-3974295763584921518,-7.777013191403057e+18
5191381587333696286,4235212484048164433,3742318026370211556,5322532051893153382,-273156842634169039,7.933362470375281e+18
5199666313044493096,4247196691613374764,2668385070649954934,-23817016428727099,-2967429522197137387,-1.9265258966372306e+18
5206308811707978799,363303724138208407,2531450382701518075,1003778007373126185,8265190708606665292,4.644672909721737e+18
5211673327552264703,-2424983931459616622,886450434856305025,-3061741807736367554,7168347449326627154,-8.964534883296839e+18
5217724704513784613,-6312384811410586459,9112765177685685246,3142843830268077617,-2217888411555964341,8.582210754044681e+18
5227822864949117283,3155118717275463069,-1463025432902754108,-2123288010168989418,-7384231993217222764,4.092653644774665e+17
5232169374213306041,-5411404485622449820,-8935051432668167578,-5289386635926629588,-4882849408937990337,-6.056382045660082e+18
5233661737033380692,-2088615309014484136,4894833130708450490,-1968251596393236557,-1638122353599615846,-2.7052455628812396e+18
5237574390644778994,1954074927376897165,-3697359635590244386,-1802980374508081539,8219310215587599928,-7.356135999773525e+18
5238119115012015307,6941466664989793964,2857117417189640073,-377975173223377441,5092635400707338872,-7.99017995614474e+18
5239464617027010625,3548262914600772288,-427385793606723821,-5452374239565071760,5831479026588423198,-1.7639864438237215e+18
5250363310227021277,-8615008595949058842,5092635400707338872,-2871347907044769386,-2440547657721869309,5.684817723169964e+18
5258604889412591249,-7108012586837980940,-8512859527034085078,5761988486867612282,-6798063491592860025,8.028897172674067e+18
5263606973029607223,374674704202038318,6186282670048283099,-8467102776052559275,8526042588044002101,-7.387185690512763e+18
5266164468981660031,-5578229678262992168,-39485845307123560,7845570490247450966,-5452374239565071760,8.174678078757706e+17
5269583152423890030,-327208414896292296,7655627888058923987,-2176468683077766369,7270966256391553686,4.532698165746827e+18
5270696484536580646,2333823948799779498,2429264894470039764,-4095842175692097942,-4338308747999225618,-2.4235932921465226e+18
5271205718596251417,5271205718596251417,8340838192486391835,-6858240061363309239,3168079495368669052,-4.2707025417775544e+18
5271898714958115766,-7553931975579248065,-3102446808559723934,8835339470389644264,-7169261479876586557,-9.080521643524461e+17
5274322067107287523,-4110354420726924665,-8445686000003509032,-6546787050052580484,9222265156747237864,2.4350248348450427e+18
5281570276277574938,6917508501173008954,3609315114795782005,-645584250289067285,6607431762270322325,-3.134743773662774e+18
5293701842202310496,-4414039190127558142,-8025433077701076525,7229629480273331039,-1622037268576555626,-5.410531116380082e+18
5299613310913826266,-823697973575832204,-7315032288233856709,-9041546321432974047,-4485188959476061019,9.15163413356893e+18
5302085907556673015,-7809508238092432842,764116021156146784,-5161313513317812402,8828175072897143018,-6.727357771678896e+18
5304344058087060692,-7384231993217222764,3825866166263569974,-377975173223377441,-2423593292146522678,5.227822864949117e+18
5308984234271987921,-7255737497176527784,-5000193502203199335,6535950170823528902,8057379878708189245,4.546206336477095e+18
5311977399951270341,-8099145207792678586,365571143597993923,3017826600888052926,2879555397105020076,-6.634868367571835e+18
5312357518363318341,-1181242543195516037,-3450690190989108770,-8876785823151614444,1737303669706106633,9.110374552591356e+17
5313335392004163852,-5581910915745827384,-2577148567706202814,-7905002887579197656,-6245524727898921842,-3.295913657316686e+18
5314107418764884230,-455124319026316634,-4920252354047555768,7351002593233940239,-5570795524983603787,-9.074199833621325e+17
5317978293082383492,-1926525896637230556,8298709454703868984,6521856301289868251,2335028422423709400,4.247196691613375e+18
5322532051893153382,4235212484048164433,3742318026370211556,5322532051893153382,-273156842634169039,7.933362470375281e+18
5328558001212551235,-9056114023474725450,-6707474286910397949,-8047634385511625486,-6863138929434705713,-3.8700152063077683e+18
5333141914314968598,-6133746337603876146,-4201751526335049119,-9172673334835262304,-1565401790888834000,-9.1534941091652e+18
5336562616168017846,374674704202038318,-5160830061297425098,7985545205318799060,4508362112182399467,-7.387185690512763e+18
5338575284381070077,-7193893108516217330,2531450382701518075,363303724138208407,1003778007373126185,8.70845247182554e+18
5338677278233757627,-2061825422128752184,-6058152698516590252,-8819557474068526071,8522523292310933696,4.869691310149728e+18
5350829677696205474,4241385837165861843,9122627895188486603,6016376495317032228,-3499919498720038879,-3.4289960855141724e+18
5379671084978512851,7938100642081250873,7569814035922103969,3465127447598546258,-6016433871633244814,4.3031426775814794e+18
5380540855517464621,-2587745393898245957,2847365042071859088,-2139739377293212491,-7766518409111702133,5.817939718364925e+18
5384282624557636856,-3718969219417182449,-5570256785328462468,7828019124127586556,8295457724580096419,5.834671664627894e+18
5395784585257808296,-3469502952547705884,-8632408281960398473,-1868297195590431285,-7900768082301348135,1.4313515282070863e+18
5395868751435718725,8240934591713322028,3999205546352981758,2760335717049716507,-2683134512107439488,8.926889915100215e+18
5398961846611539065,-7202774608580336956,-5522643017727334716,-823697973575832204,-4186591400427142356,-4.2707025417775544e+18
5401376580769090495,381577463519666187,943818026930898372,4139191914110236238,-4975645025178552956,-2.928704521699774e+17
5410293063635507608,3322348437880079228,8402348887626635381,6023609667389715259,-8449536481786923901,4.744297321841609e+18
5410603488837817052,-8681175158863587641,6094778865705471594,3455160158461205368,-3130182799308303924,-1.3428200113548252e+18
5424502143558028097,-4798431998955209742,-4133169317019898816,1619468327065509360,-7447329442374055391,-2.587745393898246e+18
5429045128339158843,4891010769166501207,-3482581255202910790,-5395935973320542237,5484061377044071389,-7.113155163062752e+18
5429923407915345742,-3544655814153481738,3272519107572730082,3436241621287351574,-43795168179752761,-2.3181715678396093e+18
5431399346444238856,8754824745136110042,3218993154926038233,-4316394955033262743,-158184760257182670,2.255603060224027e+18
5439554346835640135,2032007496318616962,5640834597379907148,6504364365389213533,-5636731245639685654,2.0486575522510607e+18
5441077925667941052,-7108012586837980940,8028897172674067530,-8512859527034085078,-1762456938647577126,5.761988486867613e+18
5441215535748592870,7359520440231676934,1392715980907132808,-6772450850499951060,4988225165850707692,6.206342468637502e+18
5442191984600038712,-7796858148829878756,-2864378895481874465,2625883933130361261,-724699218170106849,-1.0518303038516977e+18
5445999759138709405,-3130182799308303924,-7613994611628693820,2438237966002226084,240943776326872028,6.997620589258673e+18
5446022903655412342,1968587931268137930,171877380813632915,-7315032288233856709,-4110991218639855802,-8.800029253812071e+18
5447580952505296338,7217636150008996485,-3612149709424815327,34557439830244258,-6359164149051198083,-6.866790253289094e+17
5462702203586546682,-7082978776831463151,-6752460077509522132,-5570129644089964821,-3285397592982852407,2.5863790294878817e+18
5468598741732935699,6941466664989793964,39554158227241538,-5193720747719231594,2857117417189640073,1.0612380725868054e+18
5473340184873040894,-4948717594596229869,5473340184873040894,-4205603734017049464,4647928672998188259,-7.875485745277809e+18
5474373819153295408,-7448252416950961815,7655627888058923987,7062745737910050042,-462708537764773317,8.946250624470221e+18
5484061377044071389,5032631648793129465,-1249436522568155938,1873952032843878490,-5507019982244746725,-3.4825812552029107e+18
5508043659570633487,5772565485432112058,3436241621287351574,8690601908689146128,-3946932055798267834,-1.8682971955904312e+18
5514214996211995551,-5637143900506554933,6591221581057159843,-3751249597609107201,2265761247530716287,5.71405533733877e+18
5518462222339671372,-8202212195240926680,7510090557616166004,6850500272809381909,-2178100133349972724,-6.999747484065183e+18
5524888769622800245,-3307413259092352650,2543311963908571128,957332268361319692,-3620251618670158123,-8.954346068661073e+18
5530820581773167955,321193326651975856,4629488036162962359,-8412113620940365599,6999813113145211708,-3.0734335494358886e+18
5533752987392101383,8559816910657872807,-862645085190435621,-1480913447590268358,643905832258297060,4.671890082953296e+18
5545306236636747547,-1820269894165785259,-2430153190648595765,-43795168179752761,2333823948799779498,8.316918063034631e+18
5558603035498264655,4579392053042969226,-1683903891018782242,6524157088939139948,1333053624108726661,-8.193923078932593e+18
5568089143939945595,-5150441845583002912,-4948201003470936673,7078276984547732873,-724699218170106849,7.572869304086388e+18
5589105207760786822,-6510151088126868601,-720777800522871309,7569814035922103969,7251252752220327534,-6.016433871633245e+18
5619251370090681244,7420742904084384944,-1802980374508081539,-4187268503708157132,9128267824356972069,8.381798621267347e+18
5619269934194012474,-6625273991455881177,3017826600888052926,1547036706250649420,-6634868367571835312,1.4877385539135107e+18
5640834597379907148,2032007496318616962,2048657552251060795,8215778202715904841,-3633300009206493694,-6.820241302436968e+18
5653476548835345267,8789407896263306493,1003778007373126185,363303724138208407,5998661158461710046,2.531450382701518e+18
5658521282502533116,-4086521633840243549,8749720044741011597,4105873627900556540,-5571606607344218289,-5.488842573681627e+18
5658615529969625284,-6171950598721418038,-2477364558321255827,6798386551136144335,-2213320166727371491,-5.693222181837309e+17
5659318589553771161,9151634133568930081,-7380550029266431533,638282658987724754,8836508987743809103,-4.485188959476061e+18
5669290109546991426,-9020955625521881630,-1181242543195516037,1737303669706106633,896159636285333275,2.2823850287528445e+18
5672978373195158195,2642993575444549134,-7442296890640709658,3510349622718287202,3998743085432844199,-4.33635521939642e+18
5680566822246004912,7905485530310717815,2313825045587317872,8637400873589298078,-518690781085251687,2.335028422423709e+18
5681075485882787671,5761988486867612282,-7108012586837980940,-3920984929373505016,8028897172674067530,-5.829402940194444e+18
5684817723169964056,-8615008595949058842,2093656054622337275,-2871347907044769386,9217155070834564627,5.092635400707339e+18
5688279681867464747,4463025528374352465,-1804728901674946596,-1868297195590431285,1431351528207086249,-7.900768082301348e+18
5701873751630396950,-4205603734017049464,2282385028752844581,-1443593727366384026,-6851896696719147400,3.7043490242457047e+18
5714055337338770799,514858832555251637,2265761247530716287,-5637143900506554933,-3751249597609107201,6.757348772114375e+18
5714314286511882372,-1763986443823721481,-1557461511205521728,2947843229055216994,-5444306124868253918,-1.3062085775364285e+18
5714874452041944640,3884256359744615997,-5314778455998444995,5947470908330062710,8181531374206668183,2.474876390020567e+18
5719793245136119929,7191770005709670956,-655909700262679295,7540764978459875963,-3875881534863988868,7.616911250531107e+18
5726008417498979736,-1463025432902754108,-6466212324513658217,-1068603220639552685,7401798504722165526,7.077639154797499e+18
5728858831120768412,-7796858148829878756,654383168348870348,-2375266175756882986,-2213320166727371491,-3.10507554786352e+18
5745373608367143062,-4524355549457527387,897043351348716074,9091641298512813712,2793899372921426050,7.253370880729539e+18
5761988486867612282,-7108012586837980940,8028897172674067530,-3920984929373505016,-5055745575969002313,-8.512859527034085e+18
5772565485432112058,5508043659570633487,-1804728901674946596,-1868297195590431285,1431351528207086249,-4.469492210394109e+18
5779887740609126631,790210667253898984,378386436485699053,-729129249377835720,1115750778137998115,8.355302955998804e+18
5787934590133549357,-4049108709890217048,5875183869203898283,1999466695269209462,-3462051751080362224,7.54476831737328e+18
5795281877636738272,-4974757204495953627,-5625593730080264433,-1199490911632553070,3075564241645350154,1.349971382589895e+18
5806996498600223274,-48321713734223478,1954991916791271993,6999813113145211708,7965539599896143226,6.285786669275987e+18
5816734694927565572,-5625593730080264433,7023677777837267720,-8771338872124599367,4677417698542178243,-8.996656559398843e+18
5817939718364925129,-2587745393898245957,2847365042071859088,-2139739377293212491,-7766518409111702133,5.817939718364925e+18
5822211783543822544,2602738827388230683,-7809508238092432842,7767869406844505704,-1706114177222872702,-7.207778005228713e+17
5827857898404399503,-3206777048078326150,-6510151088126868601,1362723651715193305,-1737937277055036780,-7.207778005228713e+17
5831479026588423198,-427385793606723821,5239464617027010625,4774970687540378081,-1536771179525677307,-3.1253617930698424e+18
5831978693732969930,3801064060797809024,-7766518409111702133,-5808672937983623398,2847365042071859088,5.380540855517465e+18
5834671664627894569,8295457724580096419,-5570256785328462468,-3718969219417182449,8433131156569129937,-8.980834789053459e+18
5842191581670322333,-3170855186954139022,-5691384416070374740,-2429242279408079104,1971653634364577968,-4.657414671719964e+18
5843350704442714396,2879555397105020076,8120046881003900118,8433131156569129937,-8980834789053459155,-3.718969219417182e+18
5843362068320522769,-8464215556093549753,6984066580750577207,4338940510328721138,1729892529360390310,8.611448623643425e+18
5847042211895226591,-2477364558321255827,-2375266175756882986,6798386551136144335,-2213320166727371491,-5.693222181837309e+17
5847540986736720765,-1342820011354825290,7421641564256558176,-1868297195590431285,1431351528207086249,-1.8047289016749466e+18
5849490334294127641,2262656830196923781,7023677777837267720,-2479936301516183562,3495098006178009360,-7.937296209257293e+17
5854206600849997966,7534917347133949300,3818189513627822856,-3513515650250501785,-1291869519847635026,-6.308850935767966e+18
5870088709232734362,-2038869595290705317,-310216403933861245,-8377626164558006982,-6380034335041404646,6.218160233966054e+17
5875183869203898283,7253370880729538418,8522523292310933696,5787934590133549357,288653248451617914,-3.0617418077363676e+18
5901067357946111913,7217636150008996485,-170687954910264210,7078276984547732873,-6359164149051198083,-3.612149709424815e+18
5906767912084571064,8433131156569129937,7828019124127586556,8295457724580096419,-3718969219417182449,-8.980834789053459e+18
5913609969272242724,910894669274456978,5379671084978512851,2668385070649954934,8210960017870928723,-4.615575698508619e+18
5928346445655989915,-9184137057748005562,2379460324923679020,2436112252908442663,-1687864471892802710,-1.6936099149308078e+18
5929055844564382383,-86767468210285959,5929055844564382383,-5458316826145145813,2096088841518695759,-5.628343274127925e+18
5930806521893160184,4866620033136147586,-1443900796086927361,4671890082953295903,-7484960773951920439,-9.128741757954229e+18
5934557073194045393,4151147085496712967,1339353160969606996,-2034054811536485879,2633209697262372913,4.2593701610442547e+18
5937899505996968869,6743199836219189414,7528802258213768379,3268064929368559554,-6642751159620064055,-3.058031327323357e+18
5940374562401786524,1012456848389051365,-782975839522191154,4667058261084775379,4313871021753084020,2.2157734471233605e+18
5947470908330062710,-4575943417765899041,2474876390020567211,3884256359744615997,5947470908330062710,8.181531374206668e+18
5949788789046720741,7419040071212162906,-7534240757267992657,-8815620240581422908,4428409432282393251,1.93322916750187e+18
5962268176939710955,-8085935119790093311,-4765711818183276269,279771472506428952,-8984665034930053829,-1.9817349999639624e+18
5964888566269323942,4345055131254210605,4774970687540378081,8215778202715904841,-5410531116380081703,-1.6069098381511296e+18
5965544132537436406,-4295420427690447901,-7447329442374055391,-7766518409111702133,2847365042071859088,-5.808672937983623e+18
5967886403500658324,4700641534148321049,-2358644309529026633,-4295420427690447901,8527071648070448758,-2.587745393898246e+18
5979676385148714519,-8800029253812071912,-6380034335041404646,5827857898404399503,3465127447598546258,7.569814035922104e+18
5998661158461710046,895442114569096829,1525988103928186217,-6644783190271298310,7372398343609401828,-6.761163882540292e+18
6001127456099879458,2834072258350675251,3704349024245704692,4644184613269860655,-2373876979584952849,-4.2056037340170496e+18
6006800146436649545,-907419983362132448,-5570795524983603787,-6546787050052580484,2435024834845042614,8.582210754044681e+18
6009447229221815725,-5025556998520984849,-6313130301986591995,-5820943153819992582,-4351117979148287331,8.076265166566225e+18
6015995473246774717,6215963711332976380,381577463519666187,-788035419968530567,7255021292858609470,-5.410531116380082e+18
6016376495317032228,786135087362634258,-3499919498720038879,1318981494172475806,-3170855186954139022,-6.192959589652486e+18
6023609667389715259,4119190424078847945,3365858042237188987,-7101541512657907485,7804826445069770894,9.10894669274457e+17
6031953227014493100,-5628897645967553681,1854874463930846880,6206342468637502921,-4278025512576376201,-5.848514031542612e+18
6034099213718885791,-115909536143817330,-8502883448980287228,-91139000311163410,8905656922810620012,-5.017021199558168e+18
6040574489860277999,7421641564256558176,2121807307434667949,-3460883803089049921,-9071883412530082330,6.201946560186606e+18
6042459843569845586,7804826445069770894,6309804346176212907,3365858042237188987,-6362758570633473480,8.295457724580096e+18
6044362651232258738,8586403905004879205,-5952729859839521828,1449689399273695199,-8615008595949058842,5.092635400707339e+18
6045455576279706291,-2697906762425596568,-2118981143119783447,-5315378314308323942,2285392309373358857,8.413971365124666e+18
6049739262059615567,8038154459609789205,-5573840044320724169,-7891960098457323262,8042182000167325833,-5.315378314308324e+18
6059546463839992340,817467807875770568,-2797708685347481851,-8123488152283046553,-39485845307123560,7.414965642940222e+18
6062146090334604102,-2318171567839609160,4277778562135834208,7253370880729538418,-7900768082301348135,-1.8047289016749466e+18
6063029961433390149,-2375266175756882986,-6171950598721418038,6798386551136144335,5658615529969625284,-5.693222181837309e+17
6070279813975953742,-44082375822273498,1485652648052127324,-3854488592949785912,8057379878708189245,3.321223121670148e+18
6075137928366965854,-2976309714446243509,6075137928366965854,-2377881752614744441,-9137036168156595470,5.02808118710933e+18
6090089162789916215,-8259953995965151136,-5769968511636780471,-43795168179752761,-9080873096647717414,5.913609969272243e+18
6090517797383271316,1318981494172475806,786135087362634258,7973573994178035769,-7685837606421530296,1.3540351197987791e+18
6094778865705471594,-4552546534914807304,7191770005709670956,3455160158461205368,-3130182799308303924,-9.071883412530083e+18
6097677219931837830,1532206435917316688,-1104501717379772664,-3872763991286728274,8659918766210334195,-5.954724412982706e+18
6099026883115865746,1829180586132834070,18738895644634365,-8996656559398843485,-3125361793069842594,-4.379516817975276e+16
6102826385978742696,8587620342631480154,-2136400115854451336,3365858042237188987,7804826445069770894,-4.1137884260726406e+17
6104598399077154797,4675505028897335428,1933229167501870037,-5491334714953807444,2124033843135988844,1.7928645672572106e+17
6109135203991499571,7168347449326627154,-33740349536513960,-3792933059425955471,3473173479782472081,-2.2524592283963502e+18
6152652267138213180,-9055044275358686874,2764830801602925772,-2061825422128752184,-8311338126170554747,3.9804058831683415e+18
6153710684104095269,-9100490342054218852,8685746777792503843,6743199836219189414,162771765556771108,-1.101361754763388e+18
6157037646878010131,-1669098707776725430,-2929967869758467182,5165953265902526320,3608243634452078989,-5.917314377186857e+18
6162786478796754684,3455160158461205368,3343368383976781910,1805789466376069146,-3734583695144530256,-3.8758815348639887e+18
6165641386379495559,4631867115963052211,-5823763419123575797,307952468886079288,-1971429126058184075,-5.684357871122991e+18
6180979718957141670,-3832772858396854546,2847365042071859088,-5823763419123575797,8200662919796009914,-7.766518409111703e+18
6186282670048283099,374674704202038318,-8467102776052559275,5263606973029607223,2025471325746532174,-7.387185690512763e+18
6187300944962737279,-1403735753867098241,-3324787160651928845,-6244754482621048226,-502840688786875793,-6.570327055377821e+18
6195056361889291497,6908884359295619150,885269153482673496,6634206168889468590,7203367456821804602,3.399073250354436e+18
6198232071580299480,2032007496318616962,-2333243857499586461,7664140604181040222,5165953265902526320,8.743240285401859e+18
6200172800690402606,4235212484048164433,-7033990154815318757,7933362470375280252,5191381587333696286,5.322532051893154e+18
6201946560186605500,7421641564256558176,-3460883803089049921,6040574489860277999,2121807307434667949,-9.071883412530083e+18
6206342468637502921,-6207670654614839859,2255878226385826814,-1150591229250318592,-5628343274127925011,4.056017896532335e+18
6214107032842332406,7191770005709670956,-5647324599703588252,-2355230755276061204,7345394467579731315,-8.026099268928088e+18
6215963711332976380,6941466664989793964,4345055131254210605,-5410531116380081703,1797761064772338938,5.964888566269324e+18
6222001809679591440,8424505741986577894,-1676378465482420452,-4925213312961842798,-3645539449929727083,-3.5133531198501064e+18
6227065897176996407,3972616933829295411,1737303669706106633,3562616807243819955,7986490214699943896,-8.781597910014596e+18
6230272013326185698,-8449536481786923901,6650072898902843826,4546206336477094824,2051327203770554158,-3.854488592949786e+18
6234756865145917449,-2826566343807132236,-8248141950199177506,-5431549861280885742,-986027724303592548,-7.130425546996181e+18
6236312923258954569,-4738242186452730534,-8781597910014596432,-1104501717379772664,-4412848927260591416,-6.875247493073242e+18
6237433897543964784,-1501277643953505671,7488370990373644128,-5405021817466310759,6525794335263078309,-6.874540813378776e+18
6237714845306489877,-2703878216681968882,-9216926795620865886,-330801551666885085,-6970201660508635241,-6.537529846890876e+18
6240076106289531207,-8686523832043452855,6240076106289531207,7000840123067725009,-5579492244806284582,-1.484165300616479e+18
6241723672990266258,-1701416312023927957,-7342604649736473979,6910763794618680440,8565115980515859979,-2.440247087447107e+18
6244532954645766056,-7358932766266901263,6831941111848480366,8424505741986577894,6222001809679591440,8.55067051035731e+18
6245165134513326654,1449689399273695199,8461204368464164538,-5602127731550819348,4894993979681787098,2.0936560546223373e+18
6247175512001835023,5384282624557636856,1852992637140705599,-2099829359953227557,-1633984990770981161,8.54134777334049e+18
6255978182562760059,-7959318068735027467,-7033990154815318757,6778168087818060600,6576356408780336784,-5.329995784368272e+17
6260854150231142184,-5678159351655490918,-2430153190648595765,8049667463017473012,430255078684584595,8.461204368464165e+18
6285786669275987455,4629488036162962359,7965539599896143226,-5570795524983603787,-907419983362132448,3.618271604906293e+18
6304895356046683527,1549650080907932816,5250363310227021277,-3404981437157985820,-9033211547111606164,-2.114113759134837e+18
6309804346176212907,2879555397105020076,8120046881003900118,6042459843569845586,1592600391233958243,7.804826445069771e+18
6317717254029043123,6200172800690402606,5322532051893153382,7933362470375280252,5191381587333696286,3.7423180263702113e+18
6340108943344143104,5827857898404399503,-1081723567492738167,-1137602700803601559,-1737937277055036780,-7.207778005228713e+17
6341647533150019811,-3544655814153481738,1954991916791271993,3321223121670148312,967143806332397325,6.54155198436829e+18
6352416307575007029,5640834597379907148,-6820241302436968068,2048657552251060795,8215778202715904841,2.032007496318617e+18
6369367631770966886,1021466437456217445,1440793148901830221,5082053563644129584,-6324550271415246022,4.3401036314215506e+18
6377566860234930618,4909630283317268181,-2271868873349907631,-7527881206365368,-6584408680441477889,2.3849317016439383e+18
6384824828701919724,7986490214699943896,-7638840925036528150,2051327203770554158,3321223121670148312,-3.854488592949786e+18
6389624212149850449,-8800029253812071912,-2038869595290705317,9217155070834564627,7938100642081250873,-7.207778005228713e+17
6407605752151817831,207910079054861295,-1449104782233586994,8300126456272756546,-844797936291539016,8.982094176562781e+18
6409304780354173378,8267509427016592713,-5204755921272353160,-6713697716910928909,-1033806831489252007,4.3720311824938025e+18
6412479507689487223,6607431762270322325,-645584250289067285,6917508501173008954,6535950170823528902,5.281570276277575e+18
6419848550542384295,-2261845840076552387,-5578229678262992168,4877833951599818487,7845570490247450966,-2.7523458994644326e+18
6424668376409530281,-2208293144000550811,-1981734999963962468,-8123434787655959885,4625350031392752392,-8.971085667828565e+18
